s1_id,name,addr,country,pred_cid,cand_name,cand_addr,score,num_candidates,error_type
S1-423330850,mumbai telematics private limited,421  maker chamber v  nariman point  mumbai  mumbai  maharashtra,India,S3-147410229,mumbai  telematics industries private limited,hn 320 442  maker chamber v  nariman point  mumbai  bombay  mumbai  mh,0.7852,21,approx_name_match
S1-423598870,mukundapuram taluk skills llp,c o fayez mohamed  mathrusmarana  mukundapuram taluk  thrissur  kerala,India,S2-221189860,mukundapuram taluk hotels pvt,myppan house nearmoonjely  church west chalakudy  mukundapuram taluk  kerala,0.5876,120,approx_name_match
S1-423829680,premier properties private limited,office 301  plot no 137 b  abhijit court bhndarkr rd  pune city  pune  maharashtra,India,S2-338066274,premier properties private limited,s  no  493 1  2  492 2p  inner ring road jawaharlal nehru salai  madhavaram  chennai,0.8615,4,same_name_different_addr
S1-424770215,perfect trading pvt ltd,radharani complex  near f c i  godown  goverdhan road  mathura  uttar pradesh,India,S2-334986797,perfect trading pvt ltd,plot no  93 94 sector 136  noida,0.85,23,same_name_different_addr
S1-42491317,united producer private limited,c o mainur mondal ambikapur mamudpur bongaon saishpur north 24  parganas  parganas north  west bengal,India,S3-365996371,united producer private limited,25 5 gali no 15  shahdara,0.79,26,same_name_different_addr
S1-42669049,seven products private limited,kolhapur  maharashtra  shahuwadi  h no  281  manoli  dhanagarwada shahuwadi,India,S3-647717024,seven products restaurant limited services,h no  294  manoli  dhanagarwada shahuwadi  shahuwadi  kolhapur  mh,0.8163,33,approx_name_match
S1-426963973,nag   brothers private limited,satyam plaza  sector 12a  office no 110b avas vikas colony  sikandra  agra  uttar pradesh,India,S2-321857085,nag   brothers holdings private l mited,no 29 satyam plaza  sector 12a  office no 110b avas vikas colony  sikandra  agra  uttar pradesh,0.8999,24,approx_name_match
S1-427196323,gomathi infra,h 2  702 harsh pradise  new d p  rd   aundh  pune  maharashtra,India,S3-922659206,gomathi infra exports,h 4  702 harsh pradise  new d p  rd   aundh  pune  mh,0.8724,5,approx_name_match
S1-428381013,eminent technologies private limited,c o k bademma at 4 244  r k  dudyala kurnool  kurnool  andhra pradesh,India,S3-478385244,eminent technologies ventures private limited   www eminentte com,c o k bademma at c 4 246  kurnool,0.7352,6,approx_name_match
S1-428993022,thane engineering limited,office no  273  plot no  19  sector   19d  thane  maharashtra,India,S3-418408547,thane engineering industries,office no  276  plot no  19  sector   19d  thane  mh,0.8864,7,approx_name_match
S1-429184178,vijayasri film private limited,mu lund  e   c 202  second floor  prem vishnu nr neeta apt  c b marg  maharashtra  mumbai,India,S3-871361979,vijayasri international private,c 206  second floor  prem vishnu nr neeta apt  c b marg  mu lund  e   mumbai  mh,0.7236,39,approx_name_match
S1-430353823,kolkata technologies limited,24 park street development house 3rd floor  kolkata  west bengal  howrah,India,S2-886002094,kolkata technologies limited,h  no 18a    ground floor  ballav street  near shyambazar five point crossing  kolkata  kolkata  west bengal,0.8257,10,same_name_different_addr
S1-430854812,south infotech private limited,b605  backside of pista hz  gothic pentagon clouds  qutubullapur  k v rangareddy  telangana,India,S2-24995727,south infotech private limited,h no 320 t f c 1 alpha 1  krishna apra plaza  noida,0.85,23,same_name_different_addr
S1-431497992,onestop modelling pvt  ltd,wb 19 street no 2shakar pur  delhi  east delhi  delhi,India,S3-244097842,onestop infragreen pvt  ltd,wb 19 street no 23shakar pur  delhi  east delhi  dl,0.7597,44,approx_name_match
S1-431720269,taravi motels pvt ltd,h no 03  samera gate chandbarh  bhopal  madhya pradesh,India,S2-894985994,pvt taravi motels industries ltd,no 4  samera gate chandbarh  bhopal,0.7362,81,approx_name_match
S1-431838421,kamakhya vincom center,pune  s no20 3 78  la velle casa  chandani chowk bavdhan  nda road  maharashtra  pune,India,S2-568184014,kamakhya vincom cntr holdings,s no20 3 87  la velle casa  chandani chowk bavdhan  nda road  pune,0.8748,59,approx_name_match
S1-432776973,modern projects,7 jallandharisarai budaun  uttar pradesh  badaun  uttar pradesh,India,S3-119211526,modern projects,a11 keshav laxmi1466 sadashiv peth  pune,0.79,7,same_name_different_addr
S1-433323794,perfect investment pvt ltd,a 7 and a 8  kailash park  wz 7  opposite kirti nagar  main najafgarh road  new delhi  west delhi  delhi,India,S2-863064551,perfect investment,prop no  407 entire third  kh no 406 block a street no  8  new delhi  delhi,0.7805,6,approx_name_match
S1-433830594,lakshmi engineering private limited,mumbai  worli  t v  industrial estate  s  k  ahire marg behind glaxo company  217 218  maharashtra,India,S3-852863812,lakshmi engineering private limited,gala no 12 chandrashekharazad rd khemani bus depot ulhasnagar  mumbai  thane  mh,0.8556,46,same_name_different_addr
S1-434781082,green engineering private limited,house no  15 2 16 8 6 a 1  khammam  adarsha nagar  khanapuram  telangana  khammam,India,S3-143725659,green engineering private ltd,plot no  44  nagpur,0.7757,29,approx_name_match
S1-434862701,universal ventures private limited,karnataka  mysore 570 017   c  blockvijayanagar iii stage mysore 570 017  no 734,India,S3-187793465,universal ventures private ltd,no 309 k k bapana arcade 7 1 dr  r s bhandari marg  bhopal  indore,0.7738,8,approx_name_match
S1-435828195,unique construction private limited,delhi  central delhi  f 48 bhagat singh market,India,S2-808685227,unique construction private limited,altf  2nd floor   tr 211 214   101  ishwar nagar  okhla  new delhi  null  delhi,0.8579,15,same_name_different_addr
S1-43597964,sja software,regus level 1 trade centre bandra kurla complex bandra east  mumbai  maharashtra,India,S3-819054601,sja electronics,block d 7 141 regus level 3 trade centre bandra kurla complex bandra east  mumbai  mh,0.6232,39,approx_name_match
S1-436904352,new properties private limited,rajasthan  s o maga ram  barnau sekhala  shergarh  jodhpur  heera ram,India,S2-482752913,new properties private limited,office at b   02  floor  grd  the nest building  manorama nagarkar marg  taikalwadi  mahim  mumbai,0.85,37,same_name_different_addr
S1-437095140,best trading private limited,4th flr  405  b wing  cts no 351 353  jaswanti allied bus centre  malad  west   mumbai  mumbai city  maharashtra,India,S2-571848606,best trading private limited,building no 62 5018  iyyattil junction  erakulam  keralam,0.856,11,same_name_different_addr
S1-43800138,vision infrastructure limited,h 502  park view city 1 sohna road  gurgaon  haryana,India,S3-394827512,vision infrastructure,,0.7515,9,approx_name_match
S1-438033342,ravianth infotech,6 8 1213  n g o colony  tirupati  urban   chittoor  andhra pradesh,India,S3-495872726,ravianth,h no 85 property no 1 1  fourth floor  null,0.6614,30,approx_name_match
S1-439145878,seven infrastructure private limited,lg 11  sai complex  rajpark  delhi  delhi  north west delhi  delhi,India,S2-925724854,seven infrastructure private limited,,0.85,17,same_name_different_addr
S1-440004527,anand technologies limited,f no 405 shree shyam  enclave new p p colony  phulwari  patna  bihar,India,S3-926848012,anand  technologies limited,sco 388 2nd floor sector  null  panchkula  ambala city,0.8213,4,approx_name_match
S1-440342302,best management private limited,el w xli 22 amc sealap shimmers  beach road  oppo  sea bridge  alappuzha  kerala,India,S3-947566295,best management private ltd,no 12 pratap nagar  regional office aurangabad  aurangabad,0.7613,25,approx_name_match
S1-440626496,sv iron private limited,alackal  h  odiyapara  vannappuram po  idukki  kerala,India,S3-690776506,sv iron enterprises private ltd,39 alackal  h  odiyapara  idukki  kl,0.7741,7,approx_name_match
S1-441030129,ushodaya enterprises ltd,c o rajpal village kuttana  karnal  haryana,India,S3-904043842,ushodaya llp enterprises,50 c o rajpal village kuttana  karnal  hr,0.8162,53,approx_name_match
S1-441192932,jindal   co,c o mithlesh kumar singh  m g setu road near ganga dharmkanta  patna  bihar,India,S3-59487179,jindal   co ventures limited,52 c o mithlesh kumar singh  m g setu road near ganga dharmkanta  patna,0.8158,21,approx_name_match
S1-441658248,bhoomi tyres corp,villupuram  tindivanam  wahaf nagar  periyar nagar  marakkanam rd  c o b padmanaban no 37  tamil nadu,India,S3-119047666,bhoomi tyres exports corp,c o b padmanaban no 38  villupuram  tn,0.7917,56,approx_name_match
S1-44178936,high trading private limited,hyderabad  secunderabad  h  no 5 5s 54  plot no 54  shreeda homes colony  telangana,India,S2-41781929,high  trading private limited,,0.818,24,approx_name_match
S1-442735756,lucknow  india  pvt ltd,j 217 near khazana complex ashiyana sector j lda coloney  lucknow  uttar pradesh,India,S2-548072606,lucknow india  pvt ltd,c 42  singar nagar alambagh  lucknow  uttar pradesh,0.8494,42,approx_name_match
S1-44380032,suvarn leisure private limited,b 6  26 27 ramanika raman co op cociety daulat nagar santacruz west  mumbai  mumbai city  maharashtra,India,S2-629163608,suvarn motors private  limited,no 1051   yelur sangli  valva  maharashtra,0.5966,66,approx_name_match
S1-444562622,finance techmart software limited,3 419   old no 73 c    k j hospital complex  chandappura p o  ko  dungallur  thrissur  kerala,India,S3-819449759,finance techmart software private limited,door no 3 422   old no 73 c    thrissur,0.7699,13,approx_name_match
S1-444779804,gujarat food private limited,s 4 1  baramunda commercial complex baramunda bus stand  bhubaneswar  khordha  orissa,India,S2-652709460,gujarat food private limited,no 8 105 2   opp  malkajgiri police station venkateshwara nagar  malkajgiri  hyderabad  telangana,0.85,10,same_name_different_addr
S1-444921638,unidus centre pvt ltd,d 17  shri path  gokul vatika  ashram road  jawahar circle  jaipur  rajasthan,India,S2-688043381,unidus funds pvt  ltd,d 28  shri path  gokul vatika  ashram road  jawahar circle  rajasthan,0.7728,17,approx_name_match
S1-445809099,oz health private limited,door no 45 58 18 1 10  flat no 302  third floor rajeshwari plaza  narasimha nagar  akkay  yapalem  visakhapatnam  vishakhapatnam  andhra pradesh,India,S2-88492871,oz health enterprises private limited,door no 45 58 18 1 15  flat no 302  third floor rajeshwari plaza  narasimha nagar  akkay  yapalem  visakhapatnam,0.9009,21,approx_name_match
S1-445934149,all tech,door no 7 515 b  pattambi road  kunnamkulam  thrissur  kerala,India,S3-708554079,all tech limited,door no 26  gma plaza kota  kota,0.7507,9,approx_name_match
S1-447277208,part   ii  market  sai ltd,m   39  commercial complex greater kailash  part   ii  market   new delhi  delhi,India,S2-23279527,part ii  media,s  429  greater kailash  part ii,0.5762,56,approx_name_match
S1-447449021,shiv estate pvt ltd,opp mochi ni khadki b s gusa parekh pole  ahmedabad  ahmadabad city  262 275 276 1281 gf sur 433 456  gujarat,India,S3-371637828,shiv estate pvt ltd,,0.85,78,same_name_different_addr
S1-449078990,siddharth legal ltd,flat no a 07 32 block a 07 sulabh awas yojna ashray 1 sector 1 jankipuram  lucknow  uttar pradesh,India,S2-916372862,siddharth legal private limited,h no 707 flat no a 07 32 block a 07 sulabh awas yojna ashray 1 sector 22 jankipuram  lucknow  uttar pradesh,0.9297,8,approx_name_match
S1-450420554,shree  madras   india  private limited,pyramid pridesector 76  villagekherkidaula manser  narsinghpur  gurgaon  haryana,India,S2-803569990,shree  madras   india  infratech private  limited,pyramid pridesector 83  villagekherkidaula manser  narsinghpur  haryana,0.8688,1,approx_name_match
S1-450924015,adroit ventures pvt ltd,c o ashwinbhai kachhdiya  opp  reliance petrol pump  amreli  gujarat,India,S2-826792418,m s adroit ventures overseas pvt ltd,no 44 c o ashwinbhai kachhdiya  opp  reliance petrol pump  amreli,0.8114,13,approx_name_match
S1-451681190,sungold solutions pvt ltd,h  no  518 a 185  kumar compound  near lapko transfarmer  pipmlas road  bhiwandi  thane  maharashtra,India,S2-358564430,sungold solutions  enterprises pvt ltd,518 a 198   kumar compound  near lapko transfarmer  pipmlas road  bhiwandi  maharashtra,0.8183,34,approx_name_match
S1-451808014,gujarat indian energy private limited,orissa  khordha  at po kalarahanga p s mancheswar  plot no  1874 3107  bhubaneswar,India,S3-543611176,gujarat indian energy l l p,block d 8 714 plot no  1874 3114  at po kalarahanga p s mancheswar  bhubaneswar  khordha  od,0.8336,33,approx_name_match
S1-45215970,seven  india  property private limited,c o riast ali khan  mohalla mirdhan  faridpur  bareilly  uttar pradesh,India,S3-479633517,sri seven  india  property exports private l mited,no 80 c o riast ali khan  mohalla mirdhan  bareilly,0.7884,4,approx_name_match
S1-452335208,digital estate private limited,141 b t road  kolkata  howrah  west bengal,India,S2-570606953,digital estate private limited,door no 2074   birla mill colony  bathinda,0.79,7,same_name_different_addr
S1-452447385,saral intelligent of new delhi,e 14 basement r pc  e block south extension 2  new delhi  south delhi  delhi,India,S2-791053502,saral intelligent of new delhi private limited,e 15 basement r pc  e block south extension 2  new delhi  delhi,0.9408,16,approx_name_match
S1-454144053,delhi investment private limited,east delhi  133  akash darshan apartment mayur vihar  phase 1  delhi,India,S3-712601730,delhi investment  private limited,sohp no    35  transport centre azadpur main  delhi  north delhi  dl,0.8424,3,approx_name_match
S1-454542762,jain academy,4u1104  gurjinder vihar  sec chi 1  greater noida  dadri  gautam buddha nagar  uttar pradesh,India,S2-349385303,jain academy holdings,no 86 4u1113  gurjinedr vihar  sec chi 1  greater noida  dadri  uttar pradesh,0.845,36,approx_name_match
S1-455679514,new delhi projects private limited,s 22ground floor greater kailash part i  new delhi  south delhi  delhi,India,S3-815208462,new delhi projects private limited,new delhi  south delhi  c 760  b  dl,0.8821,9,same_name_different_addr
S1-4558660,ghatge  india  dredging private limited,b1 628  second floor near najafgarh garh road  new delhi  west delhi  delhi,India,S3-159116299,ghatge  india  dredging infratech private ltd,bb3 1 632  second floor near najafgarh garh road  new delhi  west delhi,0.8486,45,approx_name_match
S1-457252436,marketing tejal tracom,sh chaman lal gali no 12a verma park muzaffarnagar yp ind  muzaffarnagar  uttar pradesh,India,S2-86566754,marketing tejal tracom limited,sh chaman lal gali no 33a verma park muzaffarnagar yp ind  muzaffarnagar  uttar pradesh,0.9456,35,approx_name_match
